,0
symbol,HZO
price,30.59
beta,1.95477
volAvg,358356
mktCap,661603580
lastDiv,0.0
range,7.25-34.06
changes,0.52
companyName,MarineMax Inc
currency,USD
cik,0001057060
isin,US5679081084
cusip,567908108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Specialty Retail
website,https://www.marinemax.com/
description,"MarineMax, Inc. engages in the provision of boating-related activities. The company is headquartered in Clearwater, Florida and currently employs 1,754 full-time employees. Through 56 retail locations in Alabama, California, Connecticut, Florida, Georgia, Maryland, Massachusetts, Minnesota, Missouri, New Jersey, New York, North Carolina, Ohio, Oklahoma, Rhode Island, and Texas, the Company sold new and used recreational boats, including pleasure and fishing boats, as of September 30, 2016. The firm also sells related marine products, including engines, trailers, parts and accessories. In addition, it provides repair, maintenance, and slip and storage services; arranges related boat financing, insurance, and extended service contracts; offers boat and yacht brokerage sales, and operates a yacht charter business. The firm primarily sells recreational boats, including pleasure boats and fishing boats. The firm offers marine engines and equipment and sells marine engines and propellers primarily to retail customers as replacements for their existing engines or propellers."
ceo,Mr. William McGill
sector,Consumer Cyclical
country,US
fullTimeEmployees,1754
phone,18135318150
address,2600 McCormick Dr Ste 200
city,Clearwater
state,FLORIDA
zip,33759
dcfDiff,
dcf,31.1831
image,https://financialmodelingprep.com/image-stock/HZO.png
ipoDate,2005-02-17
defaultImage,False
