,0
symbol,LXRX
price,1.2318
beta,1.51412
volAvg,824078
mktCap,144705696
lastDiv,0.0
range,1.03-5.33
changes,0.0018
companyName,Lexicon Pharmaceuticals Inc
currency,USD
cik,0001062822
isin,US5288723027
cusip,528872302
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Biotechnology
website,http://www.lexpharma.com
description,"Lexicon Pharmaceuticals, Inc. engages in the discovery, development, and commercialization of pharmaceutical products for the treatment of human disease. The company is headquartered in The Woodlands, Texas and currently employs 202 full-time employees. The firm focuses on the development and commercialization of breakthrough treatments for human disease. Its drug programs include XERMELO (telotristat ethyl), sotagliflozin, LX2761 and LX9211. The company also has a number of additional compounds into various stages of clinical and preclinical development. XERMELO is an orally-delivered small molecule compound approved by the Food and Drug Administration (FDA) for the treatment of carcinoid syndrome diarrhea in combination with somatostatin analog (SSA) therapy in adults inadequately controlled by SSA therapy. The company is developing sotagliflozin, an orally-delivered small molecule drug candidate, as a treatment for type 1 and type 2 diabetes mellitus. LX2761 is an orally-delivered small molecule compound that it is developing for the treatment of diabetes. LX9211 is an orally-delivered small molecule compound that the Company is developing for the treatment of neuropathic pain."
ceo,Mr. Lonnel Coats
sector,Healthcare
country,US
fullTimeEmployees,184
phone,12818633000
address,8800 Technology Forest Pl
city,The Woodlands
state,TEXAS
zip,77381-1160
dcfDiff,-424142.0
dcf,1.72998
image,https://financialmodelingprep.com/image-stock/LXRX.png
ipoDate,2000-04-07
defaultImage,False
