,0
symbol,CARS
price,8.76
beta,2.15874
volAvg,1214536
mktCap,590303100
lastDiv,0.0
range,3.25-13.55
changes,-0.71
companyName,Cars.com Inc
currency,USD
cik,0001683606
isin,US14575E1055
cusip,14575E105
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Auto & Truck Dealerships
website,https://www.cars.com/
description,"Cars.com, Inc. engages in the provision of automotive products and services through online automotive classifieds. The company is headquartered in Chicago, Illinois and currently employs 1,400 full-time employees. Cars.com is an online research destination for car shoppers. The firm is engaged in the sale of online subscription advertising products targeting car dealerships. The company offers a suite of products and services targeting the automotive needs of its buyer and seller customers. Cars.com offers a digital automotive marketplace search engine that helps car buyers to make informed purchasing decisions and helps sellers to engage with a portion of their target customer base. This online automotive marketplace service connects buyers and sellers across five Websites: Cars.com, Auto.com, DealerRater.com, NewCars.com and PickupTrucks.com. Its automotive marketplace products also include credible user and automotive and dealer reviews. The company is also engaged in the sale of display advertising to national advertisers. Car buyers and car owners interface with Cars.com primarily through the Cars.com sites and mobile applications."
ceo,Mr. T. Alex Vetter
sector,Consumer Cyclical
country,US
fullTimeEmployees,1500
phone,13126015000
address,300 S Riverside Plz Ste 1000
city,Chicago
state,ILLINOIS
zip,60606
dcfDiff,
dcf,8.63224
image,https://financialmodelingprep.com/image-stock/CARS.jpg
ipoDate,2017-05-18
defaultImage,True
