,0
symbol,RVP
price,8.2944
beta,1.86566
volAvg,559510
mktCap,279000384
lastDiv,0.0
range,0.97-13.65
changes,-0.1256
companyName,Retractable Technologies Inc
currency,USD
cik,0000946563
isin,US76129W1053
cusip,76129W105
exchange,NYSE American
exchangeShortName,AMEX
industry,Medical Instruments & Supplies
website,
description,"Retractable Technologies, Inc. manufactures and markets safety needle devices for the healthcare industry. The company is headquartered in Little Elm, Texas and currently employs 134 full-time employees. The firm markets VanishPoint and PatientSafe products. The VanishPoint products are designed specifically to prevent needle stick injuries and to prevent reuse. The VanishPoint safety products include tuberculin, insulin and allergy antigen VanishPoint syringes; 0.5mL, 1mL, 2mL, 3mL, 5mL and 10mL VanishPoint syringes, and the VanishPoint autodisable syringe. The company also sells the VanishPoint intravenous catheter, the VanishPoint blood collection tube holder and the VanishPoint blood collection set. The PatientSafe syringe reduces the risk of bloodstream infections resulting from catheter hub contamination. Its PatientSafe products include 3mL, 5mL, 10mL, 20mL, 30mL and 60mL syringes, and the PatientSafe Luer cap. Its product designs include retractable needle syringe designs, retractable needle designs and retractable needle dental syringe designs."
ceo,Mr. Thomas Shaw
sector,Healthcare
country,US
fullTimeEmployees,140
phone,19722941010
address,511 Lobo Ln
city,Little Elm
state,TEXAS
zip,75068-5295
dcfDiff,-4.67
dcf,7.89164
image,https://financialmodelingprep.com/image-stock/RVP.jpg
ipoDate,2001-05-04
defaultImage,True
