,0
symbol,LCII
price,118.06
beta,1.67676
volAvg,125969
mktCap,2969704700
lastDiv,2.6999999999999997
range,55.29-131.71
changes,1.62
companyName,LCI Industries
currency,USD
cik,0000763744
isin,US50189K1034
cusip,50189K103
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Recreational Vehicles
website,https://www.lci1.com/
description,"LCI Industries engages in the manufacture, supply, and distribution of components for the original equipment manufacturers (OEM) of recreational vehicles and manufactured homes. The company is headquartered in Elkhart, Indiana and currently employs 10,260 full-time employees. The firm's segments include OEM Segment and Aftermarket Segment. The OEM Segment manufactures or distributes an array of components for the OEMs of RVs and adjacent industries, including buses; trailers used to haul boats, livestock, equipment and other cargo; pontoon boats; manufactured homes; modular housing, and mobile office units. The Aftermarket Segment supplies components to the related aftermarket channels of the RV and adjacent industries, primarily to retail dealers, wholesale distributors and service centers. The Aftermarket Segment also includes the sale of replacement glass and awnings to fulfill insurance claims."
ceo,Mr. Jason Lippert
sector,Consumer Cyclical
country,US
fullTimeEmployees,10500
phone,15745351125
address,3501 County Road 6 E
city,Elkhart
state,INDIANA
zip,46514
dcfDiff,
dcf,115.369
image,https://financialmodelingprep.com/image-stock/LCII.png
ipoDate,2014-09-23
defaultImage,False
