,0
symbol,SOI
price,6.54
beta,2.17524
volAvg,232943
mktCap,296463424
lastDiv,0.42
range,4.5-14.75
changes,0.1
companyName,Solaris Oilfield Infrastructure Inc
currency,USD
cik,0001697500
isin,US83418M1036
cusip,83418M103
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas Equipment & Services
website,http://www.solarisoilfield.com/
description,"Solaris Oilfield Infrastructure, Inc. operates as a holding company, which engages in the manufacture of patented mobile proppant management systems that unload, store, and deliver proppant at oil and natural gas well sites. The company is headquartered in Houston, Texas and currently employs 382 full-time employees. The firm offers its services to oil and natural gas exploration and production (E&P) companies, as well as oilfield service companies. Its mobile proppant system is designed to address the challenges associated with transferring large quantities of proppant to the well site, including the cost and management of last mile logistics. Its systems provide 2.5 million pounds of proppant storage capacity. The firm manufactures its systems at its facility in Early, Texas, The Company’s system provides Streamlined last mile logistics and Improved execution to meet completion designs. Its systems provide triple the storage capacity, such as trailer-mounted, hydraulically powered storage bins. Its integrated PropView system delivers real-time proppant inventory and consumption levels."
ceo,Mr. William Zartler
sector,Energy
country,US
fullTimeEmployees,245
phone,12815013070
address,9811 Katy Fwy Ste 700
city,Houston
state,TEXAS
zip,77024
dcfDiff,
dcf,8.26574
image,https://financialmodelingprep.com/image-stock/SOI.png
ipoDate,2017-05-12
defaultImage,False
