,0
symbol,KHC
price,31.305
beta,1.04535
volAvg,6334983
mktCap,38274122000
lastDiv,1.6
range,19.99-36.369
changes,0.205
companyName,Kraft Heinz Co
currency,USD
cik,0001637459
isin,US5007541064
cusip,500754106
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Consumer Packaged Goods
website,https://www.kraftheinzcompany.com/
description,"The Kraft Heinz Co. engages in the manufacture and market of food and beverage products. The company is headquartered in Pittsburgh, Pennsylvania and currently employs 38,000 full-time employees. The firm is engaged in the manufacturing and marketing of food and beverage products, including condiments and sauces, cheese and dairy, meals, meats, refreshment beverages, coffee and other grocery products. The firm's segments include the United States, Canada and Europe. The firm's remaining businesses are combined as Rest of World. The Rest of World consists of Latin America and Asia, Middle East and Africa (AMEA). The firm provides products for various occasions whether at home, in restaurants or on the go. The firm's brands include Heinz, Kraft, Oscar Mayer, Philadelphia, Planters, Velveeta, Lunchables, Maxwell House, Capri Sun, and Ore-Ida. The firm's products are sold through its own sales organizations and through independent brokers, agents and distributors to chain, wholesale, cooperative and independent grocery accounts, convenience stores, drug stores, value stores, bakeries and pharmacies."
ceo,Mr. Miguel Patricio
sector,Consumer Defensive
country,US
fullTimeEmployees,37000
phone,14124565700
address,1 Ppg Pl
city,Pittsburgh
state,PENNSYLVANIA
zip,
dcfDiff,178.08
dcf,33.3019
image,https://financialmodelingprep.com/image-stock/KHC.jpg
ipoDate,2015-07-06
defaultImage,True
