,0
symbol,METC
price,2.96
beta,0.98761
volAvg,85881
mktCap,126442024
lastDiv,0.0
range,1.75-3.98
changes,0.1
companyName,Ramaco Resources Inc
currency,USD
cik,0001687187
isin,US75134P3038
cusip,75134P303
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Coking Coal
website,http://ramacoresources.com/
description,"Ramaco Resources, Inc. engages in the operation and development of coal mining properties. The company is headquartered in Lexington, Kentucky and currently employs 349 full-time employees. The firm is a developer of metallurgical coal in central and southern West Virginia, southwestern Virginia and southwestern Pennsylvania. The firm's project portfolio includes Elk Creek, Berwind, RAM Mine and Knox Creek. As of December 29, 2016, the Elk Creek property in southern West Virginia consisted of approximately 17,128 acres of controlled mineral. The Berwind coal property sits on the border of West Virginia and Virginia. As of December 29, 2016, the Berwind coal property consisted of approximately 31,200 acres of controlled mineral. As of December 29, 2016, the Knox Creek property consisted of approximately 43,281 acres of controlled mineral. The RAM Mine property is located in southwestern Pennsylvania. As of December 29, 2016, the RAM Mine property consisted of approximately 1,567 acres of controlled mineral."
ceo,Mr. Michael Bauersachs
sector,Basic Materials
country,US
fullTimeEmployees,395
phone,18592447455
address,250 W Main St Ste 210
city,Lexington
state,KENTUCKY
zip,40507
dcfDiff,-5.88
dcf,3.24546
image,https://financialmodelingprep.com/image-stock/METC.png
ipoDate,2017-02-03
defaultImage,False
