,0
symbol,ORMP
price,2.56
beta,1.49169
volAvg,137758
mktCap,60228608
lastDiv,0.0
range,2.38-6.05
changes,-0.21
companyName,Oramed Pharmaceuticals Inc
currency,USD
cik,0001176309
isin,US68403P2039
cusip,68403P203
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Biotechnology
website,http://oramed.com
description,"Oramed Pharmaceuticals, Inc. engages in the provision of oral delivery solutions for drugs delivered via injection. The company is headquartered in New York City, New York and currently employs 13 full-time employees. The firm is engaged in the research and development of pharmaceutical solutions, including an oral insulin capsule to be used for the treatment of individuals with diabetes, and the use of orally ingestible capsules or pills for delivery of other polypeptides. The firm's flagship product, ORMD-0801, is an orally ingestible insulin capsule. As of August 31, 2016, the Company had completed a Phase IIb clinical trial of ORMD-0801 on Type 2 diabetes patients. Glucagon-like peptide-1 (GLP-1) is an incretin hormone, which is a type of gastrointestinal hormone that stimulates the secretion of insulin from the pancreas. The firm's other product is ORMD-0901, an orally ingestible GLP-1 capsule. As of August 31, 2016, ORMD-0901 was in Phase I stage for Type 2 diabetes."
ceo,Mr. Nadav Kidron
sector,Healthcare
country,US
fullTimeEmployees,13
phone,16468441164
address,1185 Avenue of the Americas Ste 228
city,New York City
state,NEW YORK
zip,10036
dcfDiff,-3.84
dcf,2.79072
image,https://financialmodelingprep.com/image-stock/ORMP.png
ipoDate,2002-04-01
defaultImage,False
