,0
symbol,AINV
price,9.62
beta,1.84237
volAvg,426801
mktCap,627793470
lastDiv,1.71
range,5.2-18.33
changes,-0.09
companyName,Apollo Investment Corp
currency,USD
cik,0001278752
isin,US03761U5020
cusip,03761U502
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Asset Management
website,https://www.apolloic.com/
description,"Apollo Investment Corporation is a closed-end, externally managed, non-diversified management investment company. The Company's investment objective is to generate current income and capital appreciation. It invests primarily in various forms of debt investments, including secured and unsecured debt, loan investments and/or equity in private middle-market companies. It may also invest in the securities of public companies and in structured products and other investments, such as collateralized loan obligations (CLOs) and credit-linked notes (CLNs). Its portfolio also includes equity interests, such as common stock, preferred stock, warrants or options. It invests in investments in the United States secured and unsecured loans, other debt securities and equity, and may also invests a portion of the portfolio in other investment opportunities, including foreign securities and structured products. Apollo Investment Management, L.P. is the investment advisor of the Company."
ceo,Mr. Howard Widra
sector,Financial Services
country,US
fullTimeEmployees,0
phone,12125153450
address,"9 West 57th Street, 37th Floor"
city,New York City
state,NEW YORK
zip,10019
dcfDiff,
dcf,8.68437
image,https://financialmodelingprep.com/image-stock/AINV.jpg
ipoDate,2004-04-06
defaultImage,True
