,0
symbol,VLRS
price,9.6
beta,0.524812
volAvg,362393
mktCap,954036540
lastDiv,0.0
range,2.94-13.45
changes,0.36
companyName,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Airlines
website,http://www.volaris.com
description,
ceo,Mr. Enrique Javier Beltranena Mejicano
sector,Industrials
country,Mexico
fullTimeEmployees,5059
phone,52 55 5261 6400
address,Tower B
city,Mexico City
state,DF
zip,01210
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/VLRS.jpg
ipoDate,
defaultImage,True
