,0
symbol,DISH
price,31.01
beta,1.80352
volAvg,2518941
mktCap,16310206500
lastDiv,0.0
range,17.09-42.62
changes,0.88
companyName,DISH Network Corp
currency,USD
cik,0001001082
isin,US25470M1099
cusip,25470M109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Entertainment
website,http://www.dish.com/
description,"DISH Network Corp. is a holding company, which engages in the provision of pay-tv services. The company is headquartered in Englewood, Colorado and currently employs 16,000 full-time employees. The firm operates through two segments: Pay-TV and Broadband, and Wireless. The company offers pay-TV services under the DISH brand and the Sling brand (collectively Pay-TV services). The DISH branded pay-TV service consists of Federal Communications Commission (FCC) licenses authorizing it to use direct broadcast satellite and Fixed Satellite Service spectrum, its owned and leased satellites, receiver systems, third-party broadcast operations, customer service facilities, a leased fiber optic network, in-home service and call center operations, and certain other assets utilized in its operations. The Sling branded pay-TV services consist of live, linear streaming over-the-top Internet-based domestic, international and Latino video programing services. The firm markets broadband services under the dishNET brand. The firm makes investments in the research and development, wireless testing and wireless network infrastructure."
ceo,Mr. W. Erik Carlson
sector,Communication Services
country,US
fullTimeEmployees,16000
phone,13037231000
address,9601 S Meridian Blvd
city,Englewood
state,COLORADO
zip,80112
dcfDiff,4.93
dcf,31.3724
image,https://financialmodelingprep.com/image-stock/DISH.png
ipoDate,1995-06-20
defaultImage,False
