,0
symbol,CTRE
price,19.18
beta,1.08673
volAvg,592367
mktCap,1836212740
lastDiv,0.975
range,7.16-23.64
changes,-0.27
companyName,CareTrust REIT Inc
currency,USD
cik,0001590717
isin,US14174T1079
cusip,14174T107
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,REIT Healthcare Facilities
website,http://www.caretrustreit.com/
description,"CareTrust REIT, Inc. operates as real estate investment company, which engages in the ownership, acquisition, and leasing of healthcare-related properties. The company is headquartered in San Clemente, California and currently employs 57 full-time employees. The firm is primarily engaged in the ownership, acquisition and leasing of healthcare-related properties. The company makes investments in healthcare-related real estate assets. The firm's real estate portfolio consists of approximately 152 skilled nursing facilities (SNFs), SNF Campuses, assisted living facilities (ALFs) and independent living facilities (ILFs). The 93 facilities leased to The Ensign Group, Inc. (Ensign) had a total of approximately 9,923 beds and units and are located in Arizona, California, Colorado, Idaho, Iowa, Nebraska, Nevada, Texas, Utah and Washington; the 120 remaining leased properties had a total of 11,763 beds and units and are located in California, Colorado, Florida, Georgia, Idaho, Indiana, Iowa, Maryland, Michigan, Minnesota, North Carolina, Texas, Virginia, Washington and Wisconsin."
ceo,Mr. Gregory Stapley
sector,Real Estate
country,US
fullTimeEmployees,52
phone,19495423140
address,905 Calle Amanecer Ste 300
city,San Clemente
state,CALIFORNIA
zip,92673
dcfDiff,
dcf,17.8483
image,https://financialmodelingprep.com/image-stock/CTRE.png
ipoDate,2014-05-20
defaultImage,False
