,0
symbol,FBHS
price,84.22
beta,1.77361
volAvg,1009476
mktCap,11700599800
lastDiv,0.94
range,33.9-92.59
changes,1.89
companyName,Fortune Brands Home & Security Inc
currency,USD
cik,0001519751
isin,US34964C1062
cusip,34964C106
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,"Furnishings, Fixtures & Appliances"
website,https://www.fbhs.com/
description,"Fortune Brands Home & Security, Inc. manufactures and supplies home and security products and services. The company is headquartered in Deerfield, Illinois and currently employs 25,300 full-time employees. The firm operates through four segments. The Cabinets segment includes custom, semi-custom and stock cabinetry for the kitchen, bath and other parts of the home under brand names, including Aristokraft, Mid-Continent, Diamond, Kitchen Classics, Kitchen Craft, Schrock, Omega, Homecrest, Thomasville, StarMark and Ultracraft. The Plumbing segment manufactures or assembles and sells faucets, bath furnishings, accessories and kitchen sinks and waste disposals under the Moen, Riobel, ROHL, Perrin & Rowe, and Waste King brands. The Doors segment includes residential fiberglass and steel entry door systems under the Therma-Tru brand name and urethane millwork product lines under the Fypon brand name. The Security segment includes locks, safety and security devices and electronic security products under the Master Lock brand name and fire resistant safes, security containers and commercial cabinets under the SentrySafe brand name."
ceo,Mr. Nicholas Fink
sector,Consumer Cyclical
country,US
fullTimeEmployees,24700
phone,18474844400
address,520 Lake Cook Rd
city,Deerfield
state,ILLINOIS
zip,60015
dcfDiff,
dcf,88.6552
image,https://financialmodelingprep.com/image-stock/FBHS.jpg
ipoDate,2011-09-16
defaultImage,True
