,0
symbol,JRJC
price,8.8997
beta,1.44876
volAvg,52536
mktCap,21732712
lastDiv,0.0
range,3.65-31.4
changes,0.1497
companyName,China Finance Online Co Ltd
currency,USD
cik,0001297830
isin,US1693792038
cusip,169379203
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Capital Markets
website,http://www.chinafinanceonline.com
description,"China Finance Online Co., Ltd. is a web-based financial services company, which engages in the provision of online access to securities trading services, wealth management products, investment advisory services, as well as financial database and analytics services to institutional customers. The company is headquartered in Beijing, Beijing and currently employs 1,900 full-time employees. The firm provides Chinese retail investors with online access to securities and commodities trading services, wealth management products, securities investment advisory services, as well as financial database and analytics services to institutional customers. The firm operates through three segments: commodities brokerage services, online financial information and advisory service, and other related services in the People's Republic of China (PRC), and Hong Kong brokerage services. The firm offers financial software, information services and securities investment advisory services to retail investors in China. Through its subsidiary, Shenzhen Genius Information Technology Co., Ltd., the Company provides financial database and analytics to institutional customers, including domestic financial, research, academic and regulatory institutions."
ceo,Mr. Zhiwei Zhao
sector,Financial Services
country,CN
fullTimeEmployees,493
phone,861058325288
address,"17Th Floor Of Fuzhuo Plaza A, No.28 Xuanwai Street, Xicheng District"
city,Beijing
state,BEIJING
zip,100052
dcfDiff,-1.3
dcf,10.3338
image,https://financialmodelingprep.com/image-stock/JRJC.jpg
ipoDate,2004-10-15
defaultImage,True
