,0
symbol,DAO
price,25.02
beta,0.0
volAvg,579500
mktCap,2796435460
lastDiv,0.0
range,13.06-47.7
changes,0.26
companyName,Youdao Inc
currency,CNY
cik,0001781753
isin,US98741T1043
cusip,98741T104
exchange,NYSE
exchangeShortName,NYSE
industry,Internet Content & Information
website,http://www.youdao.com/
description,"Youdao, Inc. engages in the provision of learning content, applications, and solutions. The firm operates two business segments. The Learning Services and Products segment offers online courses, including the Youdao Premium Courses, NetEase Cloud Classroom and China University MOOC, as well as learning products such as the Youdao Dictionary and Youdao Cloudnote, sales Youdao Dictionary Pen and Youdao Pocket Translator, and provides learning services to customers. The Online Marketing Services segment is engaged in providing different forms of advertising for marketing."
ceo,Mr. Feng Zhou
sector,Communication Services
country,CN
fullTimeEmployees,1699
phone,8657189852163
address,"No. 399, Wangshang Road, Binjiang District"
city,
state,ZHEJIANG
zip,310051
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/DAO.jpg
ipoDate,2019-10-25
defaultImage,True
