,0
symbol,HCFT
price,2.81
beta,1.35431
volAvg,38775
mktCap,70090952
lastDiv,0.31
range,0.86-3.37
changes,0.06
companyName,Hunt Companies Finance Trust Inc
currency,USD
cik,0001547546
isin,US44558T1007
cusip,44558T100
exchange,NYSE
exchangeShortName,NYSE
industry,REIT Mortgage
website,https://huntcompaniesfinancetrust.com/
description,"Hunt Companies Finance Trust, Inc. operates as a real estate investment finance company, which engages in investing, financing, and managing a portfolio of mortgage-backed securities, residential mortgage loans, and other mortgage related investments. The company is headquartered in New York City, New York. The firm is focused on investing in a portfolio of mortgage-backed securities (MBS), mortgage loans and other real estate related investments. The company is engaged in various real estate businesses, including multifamily ownership, non-bank agency lending, loan servicing, property management, construction, development and military housing. The company offers a suite of products, including floating-rate transitional loans, fixed rate commercial real estate loans, mezzanine and preferred financing. The company also provides Fannie, Freddie and federal housing administration (FHA) loans for multifamily, student housing, seniors, healthcare and manufactured housing. The firm is externally managed by Hunt Investment Management, LLC."
ceo,Mr. James Flynn
sector,Real Estate
country,US
fullTimeEmployees,0
phone,12123289521
address,641 Lexington Ave Ste 1432
city,New York City
state,NEW YORK
zip,10169
dcfDiff,
dcf,3.27193
image,https://financialmodelingprep.com/image-stock/HCFT.jpg
ipoDate,2013-03-22
defaultImage,True
