,0
symbol,RH
price,404.875
beta,2.54929
volAvg,663996
mktCap,7900811800
lastDiv,0.0
range,73.14-439.76
changes,11.125
companyName,RH
currency,USD
cik,0001528849
isin,US74967X1037
cusip,74967X103
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Specialty Retail
website,https://www.restorationhardware.com/
description,"RH operates as a holding company which operates the business through its subsidiary Restoration Hardware, Inc. The company is headquartered in Corte Madera, California and currently employs 5,200 full-time employees. As of January 28, 2017, the Company had two segments: RH Segment and Waterworks. The company offers merchandise assortments across a range of categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, tableware, and child and teen furnishings. The firm classifies its sales into furniture and non-furniture product lines. The Furniture category includes both indoor and outdoor furniture. The Non-furniture category includes lighting, textiles, fittings, fixtures, surfaces, accessories and home decor. The firm's business is integrated across its channels of distribution consisting of its stores, Source Books and Websites. The firm also owns a controlling interest in Design Investors WW Acquisition Company, LLC, which owns the business operating under the name 'Waterworks'."
ceo,Mr. Gary Friedman
sector,Consumer Cyclical
country,US
fullTimeEmployees,5100
phone,14159241005
address,15 Koch Rd Ste K
city,Corte Madera
state,CALIFORNIA
zip,94925
dcfDiff,
dcf,364.961
image,https://financialmodelingprep.com/image-stock/RH.jpg
ipoDate,2012-02-11
defaultImage,True
