,0
symbol,AAME
price,2.14
beta,0.24656
volAvg,10040
mktCap,43771564
lastDiv,0.02
range,1.46-3.48
changes,0.0
companyName,Atlantic American Corp
currency,USD
cik,0000008177
isin,US0482091008
cusip,048209100
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Insurance Life
website,http://www.atlam.com/
description,"Atlantic American Corp. is an insurance holding company, which engages in the life, health, and property and casualty insurance industries. The company is headquartered in Atlanta, Georgia and currently employs 155 full-time employees. The firm's principal operating subsidiaries are American Southern Insurance Company and American Safety Insurance Company (together known as American Southern) within the property and casualty insurance industry, and Bankers Fidelity Life Insurance Company and Bankers Fidelity Assurance Company (together known as Bankers Fidelity) within the life and health insurance industry. Each of American Southern and Bankers Fidelity is managed separately based upon the type of products it offers. American Southern's product lines include business automobile insurance policies, General Liability Insurance policies, Property Insurance policies and Surety Bonds. Products offered by Bankers Fidelity include ordinary and term life insurance, Medicare supplement and other accident and health insurance products."
ceo,Mr. Hilton Howell
sector,Financial Services
country,US
fullTimeEmployees,151
phone,14042665500
address,4370 Peachtree Rd Ne
city,Atlanta
state,GEORGIA
zip,30319
dcfDiff,-2.45
dcf,2.81644
image,https://financialmodelingprep.com/image-stock/AAME.png
ipoDate,1980-01-16
defaultImage,False
