,0
symbol,PLUS
price,78.15
beta,1.16572
volAvg,59123
mktCap,1055587710
lastDiv,0.0
range,42.53-92.44
changes,0.31
companyName,ePlus inc
currency,USD
cik,0001022408
isin,US2942681071
cusip,294268107
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Software Application
website,https://www.eplus.com/
description,"ePlus inc., is provides information technology solutions that enable organizations to optimize their information technology (IT) environment and supply chain processes in the United States. The company is headquartered in Herndon, Virginia and currently employs 1,537 full-time employees. The firm is engaged in the business of selling, leasing, financing and managing information technology. The company operates through two segments: technology and financing. The technology segment sells information technology (IT) hardware products, third-party software and maintenance contracts, its own and third-party professional and managed services, and its software. The financing segment operations primarily consist of the financing of information technology equipment, software and related services. Both segments sell to commercial entities, state and local governments, government contractors and educational institutions. The firm is a provider of IT solutions, which enable organizations to optimize their IT environment and supply chain processes. The company delivers and integrates IT products and software from various vendors, and provides private, hybrid, and public cloud solutions."
ceo,Mr. Mark Marron
sector,Technology
country,US
fullTimeEmployees,1579
phone,17039848400
address,13595 Dulles Technology Dr
city,Herndon
state,VIRGINIA
zip,20171-3413
dcfDiff,-22.88
dcf,77.508
image,https://financialmodelingprep.com/image-stock/PLUS.png
ipoDate,1996-11-15
defaultImage,False
