,0
symbol,VCIF
price,10.01
beta,0.0
volAvg,17364
mktCap,103903800
lastDiv,0.5429999999999999
range,7.5-11.0
changes,-0.038
companyName,Vertical Capital Income Fund
currency,
cik,
isin,US92535C1045
cusip,92535C104
exchange,NYSE
exchangeShortName,NYSE
industry,Asset Management
website,
description,
ceo,
sector,Financial Services
country,US
fullTimeEmployees,
phone,16314702600
address,
city,Hauppauge
state,NEW YORK
zip,
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/VCIF.jpg
ipoDate,2019-05-29
defaultImage,True
