,0
symbol,DZSI
price,14.196
beta,1.44004
volAvg,51435
mktCap,307205696
lastDiv,0.0
range,2.9-14.44
changes,0.356
companyName,DASAN Zhone Solutions Inc
currency,USD
cik,0001101680
isin,US23305L2060
cusip,23305L206
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Communication Equipment
website,http://dasanzhone.com/
description,"DASAN Zhone Solutions Inc. engages in the provision of ultra-broadband network access solutions and communications platforms. The company is headquartered in Oakland, California and currently employs 670 full-time employees. The firm's products provide enterprise solutions that enable both network service providers and enterprises to deliver high speed fiber access, while transporting voice, video and data to the end user. In addition to its product offerings in its core business, it offers FiberLAN Passive Optical local area network (LAN), which provides an alternative to switched copper-based LANs. The customers of its FiberLAN business include hospitality, government, education, manufacturing and business enterprises. Its products span two categories: SLMS Products, and Legacy, Service and Other Products. Its SLMS Products include Broadband Aggregation and Service, Customer Premise Equipment (CPE), Zhone Management System and FiberLAN Passive Optical LAN."
ceo,Mr. Il Yung Kim
sector,Technology
country,US
fullTimeEmployees,789
phone,15107777000
address,7195 Oakport St
city,Oakland
state,CALIFORNIA
zip,94621
dcfDiff,
dcf,11.7816
image,https://financialmodelingprep.com/image-stock/DZSI.png
ipoDate,2001-05-18
defaultImage,False
