,0
symbol,SIVBP
price,26.57
beta,2.266784
volAvg,24850
mktCap,364700000
lastDiv,1.225
range,12.56-27.6
changes,0.02
companyName,SVB Financial Group
currency,USD
cik,
isin,
cusip,
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Banks Regional
website,http://www.svb.com
description,
ceo,Mr. Gregory W. Becker
sector,Financial Services
country,United States
fullTimeEmployees,3710
phone,408-654-7400
address,3003 Tasman Drive
city,Santa Clara
state,CA
zip,95054-1191
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/SIVBP.jpg
ipoDate,
defaultImage,True
