,0
symbol,UAL
price,38.97
beta,1.46583
volAvg,26308641
mktCap,11339685900
lastDiv,0.0
range,17.8-93.72
changes,2.12
companyName,United Airlines Holdings Inc
currency,USD
cik,
isin,US9100471096
cusip,910047109
exchange,New York Stock Exchange
exchangeShortName,NASDAQ
industry,Airlines
website,http://ir.united.com/
description,"United Airlines Holdings, Inc. is a holding company, which offers satellite based Wi-Fi, including on long-haul overseas routes. The company is headquartered in Chicago, Illinois and currently employs 95,000 full-time employees. The firm transports people and cargo throughout North America and to destinations in Asia, Europe, the Middle East and Latin America. Through United and its regional carriers, it operates across five continents, with hubs at Newark Liberty International Airport (Newark), Chicago O'Hare International Airport (Chicago O'Hare), Denver International Airport (Denver), George Bush Intercontinental Airport (Houston Bush), Los Angeles International Airport (LAX), A.B. Won Pat International Airport (Guam), San Francisco International Airport (SFO) and Washington Dulles International Airport (Washington Dulles). The company has contractual relationships with various regional carriers to provide regional aircraft service branded as United Express."
ceo,Mr. Oscar Munoz
sector,Industrials
country,US
fullTimeEmployees,95200
phone,18728254000
address,233 S Wacker Dr
city,Chicago
state,ILLINOIS
zip,60606
dcfDiff,336.72
dcf,46.1672
image,https://financialmodelingprep.com/image-stock/UAL.png
ipoDate,2010-10-01
defaultImage,False
