,0
symbol,PPL
price,29.955
beta,0.80463
volAvg,4573861
mktCap,23030212600
lastDiv,1.658
range,18.12-36.83
changes,1.065
companyName,PPL Corp
currency,USD
cik,0000922224
isin,US69351T1060
cusip,69351T106
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Utilities Regulated Electric
website,https://www.pplweb.com/
description,"PPL Corp. is a utility holding company, which engages in the generation, transmission, and distribution of electricity. The company is headquartered in Allentown, Pennsylvania and currently employs 12,444 full-time employees. Through its subsidiaries, PPL delivers electricity to customers in the United Kingdom, Pennsylvania, Kentucky, Virginia and Tennessee; delivers natural gas to customers in Kentucky, and generates electricity from power plants in Kentucky. PPL operates through U.K. Regulated Segment, Kentucky Regulated Segment and Pennsylvania Regulated Segment. The U.K. Regulated Segment consists of PPL Global, which includes PPL WPD Limited's (WPD) regulated electricity distribution operations, the results of hedging the translation of WPD's earnings from British pound sterling into United States dollars, and certain costs, such as the United States income taxes, administrative costs and allocated financing costs. Kentucky Regulated segment consists of the operations of Louisville Gas and Electric Company (LG&E) and KU Energy LLC (LKE). The Pennsylvania Regulated segment consists of PPL Electric Utilities Corporation (PPL Electric)."
ceo,Mr. William Spence
sector,Utilities
country,US
fullTimeEmployees,12280
phone,16107745151
address,2 N 9th St
city,Allentown
state,PENNSYLVANIA
zip,18101-1179
dcfDiff,-27.45
dcf,29.0062
image,https://financialmodelingprep.com/image-stock/PPL.png
ipoDate,1948-09-17
defaultImage,False
