,0
symbol,ECL
price,206.73
beta,0.91552
volAvg,1088561
mktCap,59010044000
lastDiv,1.88
range,124.6-231.36
changes,3.25
companyName,Ecolab Inc
currency,USD
cik,0000031462
isin,US2788651006
cusip,278865100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Specialty Chemicals
website,https://www.ecolab.com/
description,"Ecolab, Inc. engages in the provision of products and services in the field of water, hygiene, and energy. The company is headquartered in Saint Paul, Minnesota and currently employs 49,000 full-time employees. The firm's cleaning and sanitizing programs and products, pest elimination services and equipment maintenance and repair services support customers in the foodservice, food and beverage processing, hospitality, healthcare, government and education, retail, textile care and commercial facilities management sectors in over 170 countries. Its segments include Global Industrial, Global Institutional, Global Energy, Other and Corporate. Its Global Industrial segment consists of the Water, Food and Beverage, Paper and Textile Care operating units. Its Global Institutional segment consists of the Institutional, Specialty and Healthcare operating units. The Global Energy segment provides on-site and technology-driven solutions to the global drilling, oil and gas production, refining, and petrochemical industries. The firm's Other segment consists of the Pest Elimination operating units."
ceo,Mr. Douglas Baker
sector,Basic Materials
country,US
fullTimeEmployees,50200
phone,18002326522
address,1 Ecolab Place
city,Saint Paul
state,MINNESOTA
zip,55102-2233
dcfDiff,
dcf,203.847
image,https://financialmodelingprep.com/image-stock/ECL.jpg
ipoDate,1957-01-01
defaultImage,True
