,0
symbol,ADSK
price,245.71
beta,1.4447
volAvg,1476567
mktCap,53879046000
lastDiv,0.0
range,125.38-276.68
changes,-1.08
companyName,Autodesk Inc
currency,USD
cik,0000769397
isin,US0527691069
cusip,052769106
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Software Application
website,https://www.autodesk.com/
description,"Autodesk, Inc. engages in the design of software and services. The company is headquartered in San Rafael California, California and currently employs 9,600 full-time employees. The firm's segments include Architecture, Engineering and Construction (AEC), Platform Solutions and Emerging Business (PSEB), Manufacturing (MFG), and Media and Entertainment (M&E). The firm serves customers in the architecture, engineering and construction; product design and manufacturing; and digital media and entertainment industries. The firm's product development and manufacturing software provides manufacturers in automotive, transportation, industrial machinery, consumer products and building products with digital engineering solutions. The firm's product offerings include, AutoCAD, AutoCAD LT, Industry Collections, 3ds Max, Maya, Revit, Inventor, AutoCAD Civil three dimensional (3D), CAM Solutions, Fusion 360, BIM 360 and Shotgun."
ceo,Dr. Andrew Anagnost
sector,Technology
country,US
fullTimeEmployees,10100
phone,14155075000
address,111 MCINNIS PKWY
city,San Rafael California
state,CALIFORNIA
zip,94903
dcfDiff,
dcf,261.986
image,https://financialmodelingprep.com/image-stock/ADSK.png
ipoDate,1985-05-01
defaultImage,False
