,0
symbol,GLP
price,15.975
beta,1.60988
volAvg,108995
mktCap,543079740
lastDiv,1.8777499999999998
range,6.3-20.69
changes,0.315
companyName,Global Partners LP
currency,USD
cik,0001323468
isin,US37946R1095
cusip,37946R109
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas Midstream
website,http://www.globalp.com
description,"Global Partners LP engages in purchasing, selling, storing, and logistics of transporting petroleum and related products. The company is headquartered in Waltham, Massachusetts and currently employs 2,500 full-time employees. The company is engaged in the purchasing, selling, storing and logistics of transporting petroleum and related products, including gasoline and gasoline blendstocks, distillates, residual oil, renewable fuels, crude oil, natural gas and propane. Its segments include Wholesale, Gasoline Distribution and Station Operations and Commercial. In Wholesale segment, the Company engages in the logistics of selling, gathering, storage and transportation of refined petroleum products, renewable fuels, crude oil and propane. In Gasoline Distribution and Station Operations segment, gasoline distribution includes sales of branded and unbranded gasoline to gasoline station operators and sub-jobbers. The Commercial segment includes sales and deliveries to end user customers in the public sector and to commercial and industrial end users of unbranded gasoline, home heating oil, diesel, kerosene, residual oil, bunker fuel and natural gas."
ceo,Mr. Eric Slifka
sector,Energy
country,US
fullTimeEmployees,3860
phone,17818948800
address,"800 South Street, Suite 500, P.O. Box 9161"
city,Waltham
state,MASSACHUSETTS
zip,02454-9161
dcfDiff,12.85
dcf,14.4662
image,https://financialmodelingprep.com/image-stock/GLP.png
ipoDate,2005-09-29
defaultImage,False
