,0
symbol,SONM
price,0.5026
beta,0.0
volAvg,880920
mktCap,33136520
lastDiv,0.0
range,0.42-3.92
changes,0.0249
companyName,Sonim Technologies Inc
currency,USD
cik,0001178697
isin,US83548F1012
cusip,83548F101
exchange,NasdaqGM
exchangeShortName,NASDAQ
industry,Communication Equipment
website,http://www.sonimtech.com
description,"Sonim Technologies, Inc. engages in the design and manufacture of mission-critical smart phone-based solutions for workers in extreme, hazardous, and isolated environments. The company is headquartered in San Mateo, California and currently employs 321 full-time employees. The company provides its solutions under three categories: ultra-rugged mobile phones based on the Android platform, which are capable of attaching to both public and private wireless networks; industrial-grade accessories; and cloud-based software and application services. Its devices include Sonim XP8, Sonim XP5s and Sonim XP3. Sonim XP8 is an Android-based long-term evolution (LTE) smartphone. Sonim XP5s is a purpose-built LTE feature phone. Sonim XP3 is an LTE feature phone. The firm serves the construction, energy and utility, hospitality, logistics, manufacturing, public sector and transportation sectors."
ceo,Mr. Thomas Wilkinson
sector,Technology
country,US
fullTimeEmployees,403
phone,16503788100
address,"6836 BEE CAVE ROAD, BUILDING 1, SUITE 279"
city,Austin
state,TEXAS
zip,78746
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/SONM.png
ipoDate,2019-05-10
defaultImage,False
