,0
symbol,GIFI
price,2.9189
beta,1.07074
volAvg,27940
mktCap,44733020
lastDiv,0.0
range,2.67-5.99
changes,0.0689
companyName,Gulf Island Fabrication Inc
currency,USD
cik,0001031623
isin,US4023071024
cusip,402307102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Oil & Gas Equipment & Services
website,https://www.gulfisland.com/
description,"Gulf Island Fabrication, Inc. engages in the manufacture of steel structures, modules, and marine vessels. The company is headquartered in Houston, Texas and currently employs 875 full-time employees. The Company, along with its subsidiaries, is a fabricator of steel structures, modules and marine vessels. The company operates and manages its business through three divisions: Fabrication, Shipyard and Services. Its Fabrication Division fabricates modules for petrochemical and industrial facilities, foundations for alternative energy developments and other steel structures. Its Shipyard Division fabricates newbuild vessels, including offshore support vessels (OSVs), multi-purpose service vessels (MPSVs), research vessels, tug boats, towboats, barges, drydocks, anchor handling vessels and other marine vessels. Its Services Division provides interconnect piping and related services for offshore platforms and inland structures, which includes sending crews to offshore platforms in the Gulf of Mexico (GOM) to perform welding and other activities required to connect production equipment, service modules and other equipment on a platform."
ceo,Mr. Richard Heo
sector,Energy
country,US
fullTimeEmployees,944
phone,17137146100
address,16225 Park Ten Pl Ste 280
city,Houston
state,TEXAS
zip,77084
dcfDiff,
dcf,6.91414
image,https://financialmodelingprep.com/image-stock/GIFI.png
ipoDate,1997-04-04
defaultImage,False
