,0
symbol,DIT
price,81.85
beta,0.23934
volAvg,209
mktCap,44011972
lastDiv,1.0
range,52.05-82.85
changes,0.0
companyName,AMCON Distributing Co
currency,USD
cik,0000928465
isin,US02341Q2057
cusip,02341Q205
exchange,NYSE American
exchangeShortName,AMEX
industry,Food Distribution
website,https://www.amcon.com/
description,"AMCON Distributing Co. engages in distribution of consumer products. The company is headquartered in Omaha, Nebraska and currently employs 694 full-time employees. The firm has two segments: wholesale distribution segment (Wholesale segment) and retail health food segment (Retail Segment). The Wholesale Segment offers retailers the ability to utilize manufacturer- and Company-sponsored sales and marketing programs, merchandising and product category management services. Its Retail Segment has conventional, natural, gourmet and specialty food markets, mass and discount retailers, health food stores, dietary supplement retailers and drug stores, among others. As of September 30, 2016, it operated 16 health food retail stores, six retail health food stores in Florida under the name Chamberlin's Market & Cafe and 10 in the Midwest under the name Akin's Natural Foods Market."
ceo,Mr. Christopher H. Atayan
sector,Consumer Defensive
country,US
fullTimeEmployees,694
phone,14023313727
address,"7405 Irvington Road, Post Office Box 641940 (68164-7940)"
city,Omaha
state,NEBRASKA
zip,68122
dcfDiff,-473.44
dcf,69.4338
image,https://financialmodelingprep.com/image-stock/DIT.png
ipoDate,1999-12-31
defaultImage,False
