,0
symbol,BLDP
price,16.02
beta,1.78453
volAvg,4106050
mktCap,4197592580
lastDiv,0.0
range,5.5-21.61
changes,-0.14
companyName,Ballard Power Systems Inc
currency,USD
cik,0001453015
isin,CA0585861085
cusip,058586108
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Specialty Industrial Machinery
website,http://www.ballard.com/about-ballard/ballard-in-canada
description,"Ballard Power Systems, Inc. engages in the design, development, manufacture, sale, and service of fuel cell products for a variety of applications. The company is headquartered in Burnaby, British Columbia and currently employs 514 full-time employees. The firm's principal business is the design, development, manufacture, sale and service of PEM fuel cell products for a variety of applications, focusing on its power product markets of Heavy-Duty Motive, Portable Power, Material Handling and Backup Power, as well as the delivery of Technology Solutions, including engineering services and the license and sale of its intellectual property portfolio and fundamental knowledge for a variety of fuel cell applications."
ceo,Mr. R. Randall MacEwen
sector,Industrials
country,CA
fullTimeEmployees,703
phone,16044540900
address,9000 Glenlyon Pky
city,Burnaby
state,BRITISH COLUMBIA
zip,V5J 5J8
dcfDiff,
dcf,16.7394
image,https://financialmodelingprep.com/image-stock/BLDP.png
ipoDate,1993-06-15
defaultImage,False
