,0
symbol,PFIN
price,4.66
beta,0.62657
volAvg,4593
mktCap,14683939
lastDiv,0.1
range,3.75-7.52
changes,0.0
companyName,P&F Industries Inc
currency,USD
cik,0000075340
isin,US6928305084
cusip,692830508
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Tools & Accessories
website,https://www.pfina.com/
description,"P&F Industries, Inc. engages in the manufacture and import of air-powered tools. The company is headquartered in Melville, New York and currently employs 155 full-time employees. The firm operates through two segments: tools and other products (Tools), and hardware and accessories (Hardware). The company conducts Tools business through a subsidiary, Continental Tool Group, Inc. (Continental), which in turn operates through its subsidiaries, Florida Pneumatic Manufacturing Corporation (Florida Pneumatic) and Hy-Tech Machine, Inc. (Hy-Tech). Florida Pneumatic imports and sells pneumatic hand tools, most of which are of its own design, primarily to the retail, industrial and automotive markets. The company conducts the Hardware business through its subsidiary, Countrywide Hardware, Inc. (Countrywide). Countrywide conducts its business operations through its subsidiary, Nationwide Industries, Inc. (Nationwide). Nationwide develops, imports and manufactures fencing hardware, patio products, and door and window accessories, such as rollers, hinges, window operators, sash locks, custom zinc castings and door closers."
ceo,Mr. Richard Horowitz
sector,Industrials
country,US
fullTimeEmployees,195
phone,16316949800
address,445 Broadhollow Rd
city,Melville
state,NEW YORK
zip,11747
dcfDiff,-8.47
dcf,5.01649
image,https://financialmodelingprep.com/image-stock/PFIN.png
ipoDate,1983-06-24
defaultImage,False
