,0
symbol,SGMS
price,34.52
beta,2.16717
volAvg,2514530
mktCap,3285261570
lastDiv,0.0
range,3.76-41.74
changes,1.2
companyName,Scientific Games Corp
currency,USD
cik,0000750004
isin,US80874P1093
cusip,80874P109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Gambling
website,http://www.scientificgames.com/
description,"Scientific Games Corp. engages in the development of technology-based products and services and associated content. The company is headquartered in Las Vegas, Nevada and currently employs 9,700 full-time employees. Its segments include Gaming, Lottery and Interactive. Its portfolio includes gaming machines and game content, casino management systems, table game products and services, instant and draw-based lottery games, server-based gaming and lottery systems, sports betting technology, lottery content and services, loyalty and rewards programs, interactive gaming and social casino solutions. Gaming segment designs, develops, manufactures, markets and distributes a portfolio of gaming products and services. Lottery segment consists of its systems-based services and product sales business and its instant games business. Its Interactive business segment includes social (non-wagering) gaming and interactive real-money gaming (RMG). Its games are available on Facebook, Amazon.com, the Apple app store and Android app on Google play."
ceo,Mr. Michael Chambrello
sector,Consumer Cyclical
country,US
fullTimeEmployees,9800
phone,17028977150
address,6601 Bermuda Rd
city,Las Vegas
state,NEVADA
zip,89119
dcfDiff,
dcf,36.9256
image,https://financialmodelingprep.com/image-stock/SGMS.png
ipoDate,1984-08-23
defaultImage,False
