,0
symbol,MWK
price,7.78
beta,0.0
volAvg,179887
mktCap,169953328
lastDiv,0.0
range,1.42-9.68
changes,0.21
companyName,Mohawk Group Holdings Inc
currency,USD
cik,0001757715
isin,US6081891060
cusip,608189106
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Consumer Electronics
website,
description,"Mohawk Group Holdings, Inc. is a technology enabled consumer products company. The company is headquartered in New York City, New York and currently employs 53 full-time employees. The Company’s product categories include home and kitchen appliances, kitchenware, environmental appliances, beauty related products, lesser extent and consumer electronics. The firm sells its under the hOme, Vremi, Xtava, and RIF6 brands. The Company’s AIMEE technology platform allows to identify product and market opportunities and to execute and manage online marketing strategies. In addition, AIMEE’s data analytics platform provides real-time inventory visibility allowing to automate and manage the life-cycle of consumer product portfolio."
ceo,Mr. Yaniv Sarig
sector,Technology
country,US
fullTimeEmployees,53
phone,19177103985
address,37 E 18th St Fl 7
city,New York City
state,NEW YORK
zip,10003
dcfDiff,
dcf,11.0856
image,https://financialmodelingprep.com/image-stock/MWK.jpg
ipoDate,2019-06-12
defaultImage,True
