,0
symbol,BIMI
price,1.87
beta,0.12417
volAvg,2026223
mktCap,19418828
lastDiv,0.0
range,1.5-7.4
changes,0.0
companyName,BOQI International Medical Inc
currency,USD
cik,0001213660
isin,US0995011089
cusip,099501108
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Pharmaceutical Retailers
website,http://www.bimihc.com/
description,"BOQI International Medical, Inc. engages in energy technology business. The company is headquartered in Shenyang, Liaoning and currently employs 225 full-time employees. The firm's principal business is the production and sales of energy-saving flow control equipment and intelligent flow control equipment. The firm operates through two segments: Heavy Manufacturing segment and Energy-saving Related Business segment. The Heavy Manufacturing segment includes production of valves components and the provision of valve improvement and engineering services. The Energy-saving Related Business segment includes provision of energy-saving related re-engineering and technical services, and long-term construction project business. The company provides equipment related to desulfurization, denitration and dust removal for electric power generation and heating supply industries, and provides consulting services, such as energy efficiency optimization design, energy consuming equipment retrofit and engineering and energy management."
ceo, Tiewei Song
sector,Healthcare
country,CN
fullTimeEmployees,110
phone,86041182209211
address,"3105 Tower C, 390 Qingnian Avenue, Heping District"
city,Shenyang
state,LIAONING
zip,110015
dcfDiff,
dcf,1.98445
image,https://financialmodelingprep.com/image-stock/BIMI.jpg
ipoDate,2010-10-04
defaultImage,True
