,0
symbol,ATVI
price,76.71
beta,0.66608
volAvg,6323455
mktCap,59285860000
lastDiv,0.41
range,50.51-87.73
changes,0.16
companyName,Activision Blizzard Inc
currency,USD
cik,0000718877
isin,US00507V1098
cusip,00507V109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Electronic Gaming & Multimedia
website,https://www.activisionblizzard.com/
description,"Activision Blizzard, Inc. engages in the development and publication of interactive entertainment. The company is headquartered in Santa Monica, California and currently employs 9,900 full-time employees. The firm develops and distributes content and services across various gaming platforms, including video game consoles, personal computers (PC) and mobile devices. Its segments include Activision Publishing, Inc. (Activision), Blizzard Entertainment, Inc. (Blizzard), King Digital Entertainment (King) and Other. Activision is a developer and publisher of interactive software products and content. Blizzard is engaged in developing and publishing of interactive software products and entertainment content, particularly in PC gaming. King is a mobile entertainment company. The company is engaged in other businesses, including The Major League Gaming (MLG) business; The Activision Blizzard Studios (Studios) business, and The Activision Blizzard Distribution (Distribution) business. The company also develops products spanning other genres, including action/adventure, role-playing and simulation."
ceo,Mr. Robert Kotick
sector,Communication Services
country,US
fullTimeEmployees,9200
phone,13102552000
address,3100 OCEAN PARK BLVD
city,Santa Monica
state,CALIFORNIA
zip,90405
dcfDiff,43.22
dcf,89.4549
image,https://financialmodelingprep.com/image-stock/ATVI.png
ipoDate,1983-06-10
defaultImage,False
