,0
symbol,APOG
price,24.2
beta,1.31074
volAvg,294441
mktCap,638533950
lastDiv,0.752
range,13.77-41.07
changes,-0.85
companyName,Apogee Enterprises Inc
currency,USD
cik,0000006845
isin,US0375981091
cusip,037598109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Building Products & Equipment
website,https://www.apog.com/
description,"Apogee Enterprises, Inc. engages in the design and development of architectural products and services. The company is headquartered in Minneapolis, Minnesota and currently employs 7,000 full-time employees. The firm operates through four segments: Architectural Glass, Architectural Services, Architectural Framing Systems and Large-Scale Optical Technologies (LSO). The Architectural Glass segment fabricates coated glass used in customized window and wall systems. The Architectural Services segment designs, engineers, fabricates and installs the walls of glass, windows and other curtainwall products making up the outside skin of commercial and institutional buildings. The Architectural Framing Systems segment designs, engineers, fabricates and finishes the aluminum frames used in customized aluminum and glass window, curtainwall, storefront and entrance systems. The Large-Scale Optical Technologies segment manufactures glass and acrylic products for the custom picture framing and fine art markets."
ceo,Mr. Joseph Puishys
sector,Industrials
country,US
fullTimeEmployees,7200
phone,16128351874
address,4400 W 78th St Ste 520
city,Minneapolis
state,MINNESOTA
zip,55435
dcfDiff,22.68
dcf,28.1294
image,https://financialmodelingprep.com/image-stock/APOG.png
ipoDate,1971-07-01
defaultImage,False
