,0
symbol,ITI
price,4.5136
beta,1.17601
volAvg,172720
mktCap,185844320
lastDiv,0.0
range,2.08-5.95
changes,0.0236
companyName,Iteris Inc
currency,USD
cik,0000350868
isin,US46564T1079
cusip,46564T107
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Communication Equipment
website,https://www.iteris.com/
description,"Iteris, Inc. engages in the provision of information solutions for both the traffic management and global agribusiness markets. The company is headquartered in Santa Ana, California and currently employs 362 full-time employees. The firm operates through three segments: Roadway Sensors, Transportation Systems and Performance Analytics. The Roadway Sensors segment provides various vehicle detection and information systems and products for traffic intersection control, incident detection and roadway traffic data collection applications. The Transportation Systems segment includes transportation engineering and consulting services, and the development of transportation management and traveler information systems for the Intelligent Transportation Systems (ITS) industry. The Performance Analytics segment includes iPeMS, its specialized transportation performance measurement and traffic analytics solutions, as well as ClearPath Weather, its road-maintenance applications, and ClearAg, its precision agriculture solutions."
ceo,Mr. J. Bergera
sector,Technology
country,US
fullTimeEmployees,414
phone,19492709400
address,1700 Carnegie Ave Ste 100
city,Santa Ana
state,CALIFORNIA
zip,92705
dcfDiff,
dcf,4.55443
image,https://financialmodelingprep.com/image-stock/ITI.png
ipoDate,1994-01-04
defaultImage,False
