,0
symbol,CHMI
price,8.65
beta,1.32897
volAvg,172195
mktCap,147715184
lastDiv,1.1400000000000001
range,2.76-16.34
changes,0.14
companyName,Cherry Hill Mortgage Investment Corp
currency,USD
cik,0001571776
isin,US1646511014
cusip,164651101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,REIT Mortgage
website,http://www.chmireit.com/
description,"Cherry Hill Mortgage Investment Corp. is a real estate finance company, which acquires, invests in and manages a portfolio of excess mortgage servicing rights. The company is headquartered in Wall Township, New Jersey and currently employs 0 full-time employees. The firm is focused on acquiring, investing in and managing residential mortgage assets in the United States. Its principal objective is to generate attractive current yields and risk-adjusted total returns for its stockholders over the long term, primarily through dividend distributions and secondarily through capital appreciation. The firm focuses on attaining this objective, subject to market conditions and availability and terms of financing, by selectively constructing and managing a targeted portfolio of Servicing Related Assets, residential mortgage-backed securities (RMBS), prime mortgage loans and other cashflowing residential mortgage assets. The firm operates its business through segments, including investments in RMBS; investments in Servicing Related Assets, and All Other. The firm is externally managed by Cherry Hill Mortgage Management, LLC."
ceo,Mr. Jeffrey Lown
sector,Real Estate
country,US
fullTimeEmployees,0
phone,18566262663
address,1451 State Route 34 Ste 303
city,Wall Township
state,NEW JERSEY
zip,07727
dcfDiff,31189.0
dcf,10.4596
image,https://financialmodelingprep.com/image-stock/CHMI.jpg
ipoDate,2013-10-04
defaultImage,True
