,0
symbol,WNC
price,16.69
beta,1.95381
volAvg,504533
mktCap,883738880
lastDiv,0.32
range,6.26-17.71
changes,0.15
companyName,Wabash National Corp
currency,USD
cik,0000879526
isin,US9295661071
cusip,929566107
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Farm & Heavy Construction Machinery
website,https://www.wabashnational.com/
description,"Wabash National Corp. engages in the design, manufacture and market of semi-trailers, truck bodies, specialized commercial vehicles and liquid transportation systems. The company is headquartered in Lafayette, Indiana and currently employs 7,100 full-time employees. The firm's segments include Commercial Trailer Products; Diversified Products, and Corporate and Eliminations segment. The firm designs, manufactures and markets a range of products, including dry freight and refrigerated trailers, platform trailers, bulk tank trailers, dry and refrigerated truck bodies, truck-mounted tanks, intermodal equipment, aircraft refueling equipment, structural composite panels and products, trailer aerodynamic solutions, and specialty food grade and pharmaceutical equipment. The firm's Commercial Trailer Products segment manufactures standard and customized van and platform trailers, truck bodies and other transportation related equipment. The firm's Diversified Products segment consists of business units, including Tank Trailer; Aviation & Truck Equipment; Process Systems, and Composites."
ceo,Mr. Brent Yeagy
sector,Industrials
country,US
fullTimeEmployees,6900
phone,17657715310
address,1000 Sagamore Pkwy S
city,Lafayette
state,INDIANA
zip,47905
dcfDiff,
dcf,16.8814
image,https://financialmodelingprep.com/image-stock/WNC.png
ipoDate,1991-11-08
defaultImage,False
