,0
symbol,UZA
price,26.12
beta,0.245397
volAvg,18764
mktCap,2223156740
lastDiv,1.7369999999999999
range,13.49-26.62
changes,0.14
companyName,United States Cellular Corporation 6.95% Senior Notes due 2060
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Communication Services
website,http://www.uscellular.com
description,
ceo,None
sector,Communication Services
country,
fullTimeEmployees,
phone,
address,
city,
state,
zip,
dcfDiff,1592.41
dcf,1617.77
image,https://financialmodelingprep.com/image-stock/UZA.jpg
ipoDate,
defaultImage,True
