,0
symbol,CHDN
price,176.7
beta,1.29919
volAvg,257481
mktCap,6971733500
lastDiv,0.581
range,52.9-203.17
changes,-2.97
companyName,Churchill Downs Inc
currency,USD
cik,0000020212
isin,US1714841087
cusip,171484108
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Gambling
website,https://www.churchilldownsincorporated.com/
description,"Churchill Downs, Inc. operates as a provider of pari-mutuel horseracing, online account wagering on horseracing and casino gaming. The company is headquartered in Louisville, Kentucky and currently employs 4,100 full-time employees. The firm is engaged in brick-and-mortar casino gaming with approximately 9,030 gaming positions in seven states, and is a legal mobile and online platform for betting on horseracing in the United States. The company operates through five segments: Racing, Casinos, TwinSpires, Other Investments and Corporate. Racing includes four racetracks: Churchill Downs Racetrack, Arlington International Race Course, Fair Grounds Race Course and Calder Race Course. Casinos is a provider of brick-and-mortar real-money casino gaming. TwinSpires operates mobile and online wagering business, which is a platform for betting on horseracing. Other Investments includes United Tote and Capital View Casino & Resort Joint Venture (Capital View)."
ceo,Mr. William Carstanjen
sector,Consumer Cyclical
country,US
fullTimeEmployees,5500
phone,15026364400
address,600 N Hurstbourne Pkwy Ste 400
city,Louisville
state,KENTUCKY
zip,40222
dcfDiff,
dcf,169.509
image,https://financialmodelingprep.com/image-stock/CHDN.jpg
ipoDate,1993-03-29
defaultImage,True
