,0
symbol,GVP
price,1.04
beta,1.43485
volAvg,58273
mktCap,21376056
lastDiv,0.0
range,0.86-1.94
changes,-0.01
companyName,GSE Systems Inc
currency,USD
cik,0000944480
isin,US36227K1060
cusip,36227K106
exchange,NYSE American
exchangeShortName,NASDAQ
industry,Software Application
website,http://www.gses.com/
description,"GSE Systems, Inc. engages in the provision of engineering, staffing, and simulation software to clients in the power and process industries. The company is headquartered in Sykesville, Maryland and currently employs 335 full-time employees. The firm operates through two segments: Performance Improvement Solutions, and Nuclear Industry Training and Consulting. The Performance Improvement Solutions segment provides simulation, training and engineering products and services to the industries, including nuclear and fossil fuel power industry, and chemical and petrochemical industries. The Performance Improvement Solutions segment consists of its power plant and process simulation solutions, as well as engineering solutions. The Nuclear Industry Training and Consulting segment provides specialized workforce solutions primarily to the nuclear industry, working at client's facilities. The EnVision product line consists of computer-based tutorials and related simulation models primarily for the petrochemical, and oil and gas refining industries."
ceo,Mr. Kyle Loudermilk
sector,Technology
country,US
fullTimeEmployees,363
phone,14109707874
address,1332 LONDONTOWN BLVD
city,Sykesville
state,MARYLAND
zip,21784
dcfDiff,-7.08
dcf,1.60274
image,https://financialmodelingprep.com/image-stock/GVP.png
ipoDate,1995-07-27
defaultImage,False
