,0
symbol,FANH
price,14.67
beta,0.94466
volAvg,70870
mktCap,787699780
lastDiv,1.1
range,14.35-27.76
changes,0.18
companyName,Fanhua Inc
currency,CNY
cik,0001413855
isin,US30712A1034
cusip,30712A103
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Insurance Brokers
website,http://ir.fanhuaholdings.com/
description,"Fanhua, Inc. engages in the provision of online-to-offline financial services. The company is headquartered in Guangzhou, Guangdong and currently employs 3,863 full-time employees. The firm distributes a range of property, casualty and life insurance products underwritten by domestic and foreign insurance companies operating in China to individual and institutional customers, and provides insurance claims adjusting services. Its segments include insurance agency, which provides a range of property, casualty and life insurance products to individual customers; insurance brokerage, which provides commercial lines of property and casualty insurance, group life insurance programs and risk management consulting services to businesses and reinsurance brokerage services to insurance companies, and claims adjusting, which provides claims adjusting services to self-insured entities or insurance companies that choose to outsource some or all of their claims adjustment functions. The firm's distribution and service network covers over 29 provinces in China."
ceo,Mr. Chunlin Wang
sector,Financial Services
country,CN
fullTimeEmployees,4746
phone,862083886888
address,No.15 West Zhujiang Road Tianhe
city,Guangzhou
state,GUANGDONG
zip,510623
dcfDiff,108.29
dcf,18.1743
image,https://financialmodelingprep.com/image-stock/FANH.png
ipoDate,2007-10-31
defaultImage,False
