,0
symbol,VFF
price,5.91
beta,3.08392
volAvg,1357780
mktCap,392906848
lastDiv,0.0
range,2.07-7.953
changes,-0.15
companyName,Village Farms International Inc
currency,USD
cik,0001584549
isin,CA92707Y1088
cusip,92707Y108
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Farm Products
website,http://villagefarms.com/
description,"Village Farms International, Inc. engages in the management and operation of agricultural greenhouse facilities in United States and Canada. The company is headquartered in Delta, British Columbia and currently employs 1,300 full-time employees. The firm operates through two segments: Produce business and the Energy business. The Produce business produces, markets and sells the product group, which consists of tomatoes, bell peppers and cucumbers. The Energy business produces power that it sells per a long-term contract to its customer. The firm markets and distributes under its Village Farms brand name, primarily to retail supermarkets and fresh food distribution companies across the United States and Canada. Village Farms operates approximately three distribution centers located across the United States and Canada. The Company, through its subsidiary, VF Clean Energy, Inc., owns and operates a seven megawatt (MW) power plant from landfill gas that generates electricity and provides thermal heat in colder months."
ceo,Mr. Michael DeGiglio
sector,Consumer Defensive
country,CA
fullTimeEmployees,1400
phone,17326763008
address,4700 80 St
city,Delta
state,BRITISH COLUMBIA
zip,V4K 3N3
dcfDiff,
dcf,5.49426
image,https://financialmodelingprep.com/image-stock/VFF.png
ipoDate,2003-12-19
defaultImage,False
