,0
symbol,CIO
price,7.52
beta,1.15151
volAvg,329280
mktCap,326346176
lastDiv,0.6849999999999999
range,6.12-14.16
changes,0.01
companyName,City Office REIT Inc
currency,USD
cik,0001593222
isin,US1785871013
cusip,178587101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,REIT Office
website,https://www.cityofficereit.com/
description,"City Office REIT, Inc. is a real estate investment trust. The company is headquartered in Vancouver, British Columbia and currently employs 18 full-time employees. The firm is focused on acquiring, owning and operating office properties located primarily in metropolitan areas in the Southern and Western United States. The company conducts its operations primarily through City Office REIT Operating Partnership, L.P. (the Operating Partnership). As of December 31, 2016, it owned 18 office complexes consisting of 37 office buildings with a total of approximately 4.4 million square feet of net rentable area (NRA) in the metropolitan areas of Boise, Dallas, Denver, Orlando, Phoenix, Portland and Tampa. Its properties include Park Tower, City Center, Intellicenter and Carillon Point in Tampa, Florida; Cherry Creek, Plaza 25, DTC Crossroads, Superior Pointe and Logan Tower in Denver, Colorado; Washington Group Plaza in Boise, Idaho; FRP Collection, Central Fairwinds and FRP Ingenuity Drive in Orlando, Florida; 190 Office Center and Lake Vista Pointe in Dallas, Texas, and SanTan in Phoenix, Arizona."
ceo,Mr. James Farrar
sector,Real Estate
country,CA
fullTimeEmployees,20
phone,16048063353
address,Suite 3210 - 666 Burrard Street
city,Vancouver
state,BRITISH COLUMBIA
zip,V6C 2X8
dcfDiff,-11.35
dcf,8.48395
image,https://financialmodelingprep.com/image-stock/CIO.png
ipoDate,2014-04-15
defaultImage,False
