,0
symbol,CEIX
price,4.35
beta,1.01831
volAvg,340526
mktCap,113258336
lastDiv,0.0
range,3.35-15.15
changes,-0.32
companyName,CONSOL Energy Inc
currency,USD
cik,0001710366
isin,US20854L1089
cusip,20854L108
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Thermal Coal
website,http://www.consolenergy.com/
description,"CONSOL Energy Inc. engages in the production of bituminous coal. The company is headquartered in Canonsburg, Pennsylvania and currently employs 1,772 full-time employees. The company holds interest in the Pennsylvania Mining Complex (PMC) and related coal assets, terminal operations at the Port of Baltimore. The firm also holds interest in the undeveloped coal reserves located in the Northern Appalachian, Central Appalachian and Illinois basins. The Pennsylvania Mining complex, located in Greene and Washington counties. PMC includes Bailey Mine, Enlow Fork Mine, Harvey Mine, Centralized Coal Processing facility and Train Loadout facility."
ceo,Mr. James Brock
sector,Energy
country,US
fullTimeEmployees,1792
phone,17244853300
address,1000 Consol Energy Dr Ste 100
city,Canonsburg
state,PENNSYLVANIA
zip,15317
dcfDiff,269.25
dcf,7.166
image,https://financialmodelingprep.com/image-stock/CEIX.png
ipoDate,2017-11-14
defaultImage,False
