,0
symbol,SAR
price,20.0594
beta,1.76687
volAvg,46330
mktCap,224149760
lastDiv,1.37
range,5.94-28.7
changes,0.7794
companyName,Saratoga Investment Corp
currency,USD
cik,0001377936
isin,US80349A2087
cusip,80349A208
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://www.saratogainvestmentcorp.com/
description,"Saratoga Investment Corp. is a specialty finance company. It provides customized financing solutions to the United States' middle-market businesses. The Company primarily invests in senior and unitranche leveraged loans and mezzanine debt and, to a lesser extent, equity issued by private United States middle-market companies. The Company’s investment objective is to create attractive risk-adjusted returns by generating current income and long-term capital appreciation from its investments. Its investments generally provide financing for change of ownership transactions. The Company’s portfolio is comprised primarily of investments in leveraged loans issued by middle-market companies. The Company also invests in mezzanine debt and make equity investments in middle-market companies. Mezzanine debt is typically unsecured and subordinated to senior debt of the portfolio company. The Company's investment activities are externally managed and advised by Saratoga Investment Advisors, LLC."
ceo,Mr. Christian Oberbeck
sector,Financial Services
country,US
fullTimeEmployees,0
phone,12127503343
address,535 Madison Ave
city,New York City
state,NEW YORK
zip,10022
dcfDiff,
dcf,28.6419
image,https://financialmodelingprep.com/image-stock/SAR.jpg
ipoDate,2010-08-13
defaultImage,True
