,0
symbol,AYTU
price,1.03
beta,0.16451
volAvg,3311224
mktCap,129612104
lastDiv,0.0
range,0.34-2.99
changes,0.01
companyName,Aytu BioScience Inc
currency,USD
cik,0001385818
isin,US0547547002
cusip,054754700
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Biotechnology
website,http://aytubio.com/
description,"Aytu BioScience, Inc. is a specialty pharmaceutical company, which focuses on identifying, acquiring, and commercializing novel products. The company is headquartered in Englewood, Colorado and currently employs 53 full-time employees. The firm focuses on hypogonadism, prostate cancer, urinary tract infections and male infertility. The firm markets ProstaScint (capromab pendetide), a radio imaging agent indicated to detect the prostate specific membrane antigen (PSMA) in the assessment and staging of prostate cancer. The firm's pipeline includes MiOXSYS, an in vitro diagnostic device. MiOXSYS system is a point-of-care semen analysis system, used for diagnosis and management of male infertility. The firm holds the United States rights to Natesto (testosterone), a formulation of testosterone delivered through a nasal gel. Natesto is used for the treatment of hypogonadism (low testosterone) in men. The Company, through its wholly-owned subsidiary Nuelle, Inc., is focused on women’s sexual wellbeing and intimacy."
ceo,Mr. Joshua Disbrow
sector,Healthcare
country,US
fullTimeEmployees,53
phone,17204376580
address,373 Inverness Pkwy Ste 206
city,Englewood
state,COLORADO
zip,80112
dcfDiff,-1.96
dcf,2.42693
image,https://financialmodelingprep.com/image-stock/AYTU.png
ipoDate,2017-10-20
defaultImage,False
