,0
symbol,PPR
price,4.375
beta,0.72418
volAvg,293764
mktCap,635980670
lastDiv,0.2145
range,2.95-5.19
changes,0.025
companyName,Voya Prime Rate Trust
currency,USD
cik,
isin,US92913A1007
cusip,92913A100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,
description,"Voya Prime Rate Trust (the Trust) is a diversified, closed-end management investment company. The Trust seeks to provide investors with as high a level of current income as is consistent with the preservation of capital. The Trust seeks to achieve this objective by investing, under normal market conditions, approximately 80% of its net assets, plus borrowings for investment purposes, in United States dollar denominated floating rate secured senior loans. The Trust may invest in subordinated loans and in unsecured loans. It may invest approximately 20% of its total assets in unsecured floating rate loans, notes and other debt instruments. The Trust invests in a range of sectors, including electronics and electrical, healthcare, retailers (except food and drug), telecommunications, business equipment and services, diversified insurance, lodging and casinos, automotive, food products, and chemicals and plastics. Voya Investments, LLC is the investment advisor of the Trust."
ceo,Mr. Michael Bell
sector,Financial Services
country,US
fullTimeEmployees,
phone,14804773000
address,7337 E Doubletree Ranch Rd Ste 100
city,Boston
state,MASSACHUSETTS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/PPR.jpg
ipoDate,1992-03-09
defaultImage,True
