,0
symbol,CSL
price,139.0
beta,0.89601
volAvg,348418
mktCap,7419666900
lastDiv,2.55
range,97.55-169.86
changes,-2.62
companyName,Carlisle Companies Inc
currency,USD
cik,0000790051
isin,US1423391002
cusip,142339100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Building Products & Equipment
website,http://www.carlisle.com/
description,"Carlisle Cos., Inc. engages in the manufacture and distribution of engineered products for both original equipment and aftermarket channels. The company is headquartered in Scottsdale, Arizona and currently employs 13,000 full-time employees. The firm designs, manufactures and markets a range of products that serve a range of markets, including commercial roofing, energy, agriculture, mining, construction, aerospace and defense electronics, medical technology, transportation, general industrial, protective coatings, wood, auto refinishing and sanitary maintenance. The firm operates through four segments: Carlisle Construction Materials (Construction Materials); Carlisle Interconnect Technologies (Interconnect Technologies); Carlisle Fluid Technologies (Fluid Technologies); and Carlisle Brake & Friction (Brake & Friction). The firm markets its products as a component supplier to original equipment manufacturers and distributors, among others. The firm also manufactures and offers paint circulating and application finishing fittings and equipments."
ceo,Mr. Dale Koch
sector,Industrials
country,US
fullTimeEmployees,13000
phone,14807815000
address,16430 N Scottsdale Rd Ste 400
city,Scottsdale
state,ARIZONA
zip,85254
dcfDiff,66.53
dcf,130.333
image,https://financialmodelingprep.com/image-stock/CSL.png
ipoDate,1960-01-06
defaultImage,False
