,0
symbol,AIRTP
price,23.45
beta,1.338111
volAvg,284
mktCap,564889410
lastDiv,2.43
range,18.01-27.4
changes,-0.05
companyName,"Air T, Inc."
currency,USD
cik,
isin,
cusip,
exchange,NasdaqGM
exchangeShortName,NASDAQ
industry,Integrated Freight & Logistics
website,http://www.airt.net
description,
ceo,Mr. Nicholas John Swenson
sector,Industrials
country,United States
fullTimeEmployees,769
phone,828-464-8741
address,5930 Balsom Ridge Road
city,Denver
state,NC
zip,28037
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/AIRTP.jpg
ipoDate,
defaultImage,True
