,0
symbol,MSBI
price,16.93
beta,1.09527
volAvg,113603
mktCap,380445888
lastDiv,1.3145000000000002
range,12.48-29.5
changes,0.09
companyName,Midland States Bancorp Inc
currency,USD
cik,0001466026
isin,US5977421057
cusip,597742105
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,https://www.midlandsb.com/
description,"Midland States Bancorp, Inc. is a bank holding company, which engages in the provision of commercial and consumer banking products and services through its subsidiary, Midland States Bank. The company is headquartered in Effingham, Illinois and currently employs 1,100 full-time employees. The firm's banking subsidiary is Midland States Bank (the Bank). The firm's principal business activity has been lending to and accepting deposits from individuals, businesses, municipalities and other entities. The firm's segments include Banking, which provides a range of financial products and services to consumers and businesses, including loan products; commercial equipment leasing; mortgage loan sales and servicing; letters of credit; various types of deposit products, including checking, savings and time deposit accounts; merchant services, and corporate treasury management services; Commercial Federal Housing Administration (FHA) Origination and Servicing, which provides for the origination and servicing of government sponsored mortgages for multifamily and healthcare facilities, and Other, which includes the operating results of the Company and its wealth management business unit."
ceo,Mr. Jeffrey Ludwig
sector,Financial Services
country,US
fullTimeEmployees,1100
phone,12173422141
address,1201 Network Centre Dr
city,Effingham
state,ILLINOIS
zip,62401
dcfDiff,-26.2
dcf,30.4566
image,https://financialmodelingprep.com/image-stock/MSBI.png
ipoDate,2016-05-24
defaultImage,False
