,0
symbol,FCN
price,105.99
beta,0.39924
volAvg,457218
mktCap,3779783420
lastDiv,0.0
range,94.87-144.1
changes,1.5
companyName,FTI Consulting Inc
currency,USD
cik,0000887936
isin,US3029411093
cusip,302941109
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Consulting Services
website,https://www.fticonsulting.com/
description,"FTI Consulting, Inc. engages in the provision of financial, legal, operational, political and regulatory, reputational and transactional advisory services. The company is headquartered in Washington, Washington Dc and currently employs 5,456 full-time employees. The firm operates through five segments: Corporate Finance & Restructuring, Forensic and Litigation Consulting, Economic Consulting, Technology and Strategic Communications. The firm provides advice and services, such as restructuring (including bankruptcy), capital formation and indebtedness, interim business management, performance improvements, forensic accounting and litigation matters, international arbitrations, mergers and acquisitions (M&A), antitrust and competition matters, securities litigation, electronic discovery (or e-discovery), management and retrieval of electronically stored information (ESI), reputation management and strategic communications. The firm collaborates with Chief Financial Officers (CFOs) and their finance and accounting organizations and uses engagement tools to provide transformation services, manage risk, deliver business intelligence capabilities, and prepare for and execute events."
ceo,Mr. Steven Gunby
sector,Industrials
country,US
fullTimeEmployees,5743
phone,12023129100
address,555 12th St NW
city,WASHINGTON
state,WASHINGTON DC
zip,20004
dcfDiff,732.17
dcf,120.582
image,https://financialmodelingprep.com/image-stock/FCN.png
ipoDate,1996-05-09
defaultImage,False
