,0
symbol,GNSS
price,6.34
beta,0.55032
volAvg,142792
mktCap,212329776
lastDiv,0.0
range,2.01-6.85
changes,-0.05
companyName,Genasys Inc
currency,USD
cik,0000924383
isin,US36872P1030
cusip,36872P103
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Scientific & Technical Instruments
website,https://genasys.com/
description,"Genasys, Inc., formerly LRAD Corporation, is engaged in the design, development and commercialization of directed sound technologies and products. The Company develops and delivers directed acoustic products that beam, focus and control sound over relatively short and long distances. Its long range acoustic device (LRAD) offers directional long-range acoustic hailing devices (AHDs). The LRAD Directional Products include LRAD 100X, LRAD 300X, LRAD 450XL, LRAD 500X, LRAD 500RX, LRAD RXL, LRAD 1000X, LRAD 1000RX and LRAD 2000X. The Company's LRAD Omnidirectional Products include LRAD 360X, LRAD 360Xm, LRAD 360XT, LRAD DS-60, LRAD SOUND SHIELD and SoundSaber. The Company's LRAD is deployed by the United States Army, Navy, Marine Corps and Coast Guard, as well as international military services and commercial maritime, commercial security, and public safety organizations around the globe."
ceo,Mr. Richard Danforth
sector,Technology
country,US
fullTimeEmployees,83
phone,18586761112
address,16262 W Bernardo Dr
city,San Diego
state,CALIFORNIA
zip,92127
dcfDiff,
dcf,6.98349
image,https://financialmodelingprep.com/image-stock/GNSS.png
ipoDate,1993-10-27
defaultImage,False
