,0
symbol,REML
price,4.5226
beta,0.0
volAvg,751910
mktCap,7619635200
lastDiv,2.034
range,0.523-28.39
changes,0.1826
companyName,Credit Suisse AG X-Links Monthly Pay 2xLeveraged Mortgage REIT Exchange Traded Notes (ETNs) due July 11 2036
currency,USD
cik,
isin,
cusip,
exchange,NYSE Arca
exchangeShortName,NYSE
industry,
website,
description,
ceo,None
sector,
country,
fullTimeEmployees,
phone,800-320-1225
address,
city,
state,
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/REML.jpg
ipoDate,
defaultImage,True
