,0
symbol,LEGH
price,14.2225
beta,0.0
volAvg,30927
mktCap,344073568
lastDiv,0.0
range,8.5-17.499
changes,0.2325
companyName,Legacy Housing Corp
currency,USD
cik,0001436208
isin,US52472M1018
cusip,52472M101
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Residential Construction
website,https://legacyhousingcorp.com
description,"Legacy Housing Corp. engages in the selling, building, and financing manufactured homes and tiny houses that are distributed through a network of independent retailers and company-owned stores and are sold directly to manufactured home communities. The company is headquartered in Bedford, Texas and currently employs 800 full-time employees. The firm offers its customers homes ranging in size from approximately 390 to 2,667 square feet consisting of 1 to 5 bedrooms, with 1 to 31/2 bathrooms. The firm has built and sold 3,274 home sections. The firm sells its homes under the brand name, Legacy. The company operates in 15 states through a network of 117 independent retailers and 11 Company-owned retail locations. Its Company-owned retail locations include nine Heritage Housing stores and two Tiny House Outlet stores."
ceo,Mr. Kenneth E. Shipley
sector,Consumer Cyclical
country,US
fullTimeEmployees,800
phone,18776523322
address,1600 Airport Fwy Ste 100
city,Bedford
state,TEXAS
zip,76022
dcfDiff,
dcf,14.7205
image,https://financialmodelingprep.com/image-stock/LEGH.png
ipoDate,2018-12-14
defaultImage,False
