,0
symbol,FBMS
price,27.69
beta,0.99934
volAvg,54110
mktCap,592729410
lastDiv,0.42000000000000004
range,15.27-35.88
changes,0.6
companyName,First Bancshares Inc (Mississippi)
currency,USD
cik,0000947559
isin,US3189161033
cusip,318916103
exchange,NASDAQ Global Market
exchangeShortName,NASDAQ
industry,Banks Regional
website,
description,"First Bancshares, Inc. (Mississippi) operates as a bank holding company. The company is headquartered in Hattiesburg, Mississippi and currently employs 582 full-time employees. The firm and the Bank engage in a general commercial and retail banking business for small to medium-sized businesses, professional concerns and individuals. The Bank provides a range of banking services across Mississippi, Louisiana, Alabama, Florida and Georgia. The Bank offers a range of commercial and personal loans. Commercial loans include both secured and unsecured loans for working capital (including loans secured by inventory and accounts receivable), business expansion (including acquisition of real estate and improvements), and purchase of equipment and machinery. The Bank offers a range of deposit services, including noninterest-bearing accounts, negotiable order of withdrawal (NOW) accounts, money market accounts, savings accounts and time deposits."
ceo,Mr. M. Ray Cole
sector,Financial Services
country,US
fullTimeEmployees,676
phone,16012688998
address,6480 U S Highway 98
city,Hattiesburg
state,MISSISSIPPI
zip,39402
dcfDiff,-30.65
dcf,23.9498
image,https://financialmodelingprep.com/image-stock/FBMS.jpg
ipoDate,2003-01-02
defaultImage,True
