,0
symbol,GGG
price,68.265
beta,0.55327
volAvg,590427
mktCap,11437186000
lastDiv,0.7
range,38.43-69.91
changes,1.035
companyName,Graco Inc
currency,USD
cik,0000042888
isin,US3841091040
cusip,384109104
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Specialty Industrial Machinery
website,https://www.graco.com/us/en.html
description,"Graco, Inc. is a manufacturing company, which designs, manufactures and markets systems and equipment used to move, measure, control, dispense and spray fluid and powder materials. The company is headquartered in Minneapolis, Minnesota and currently employs 3,700 full-time employees. The firm specializes in equipment for applications that involve materials with viscosities, materials with abrasive or corrosive properties, and multiple-component materials that require ratio control. The firm operates through three segments: Industrial, Process and Contractor. The Industrial segment markets equipment and pre-engineered packages for moving and applying paints, coatings, sealants, adhesives and other fluids. The Process segment markets pumps, valves, meters and accessories to move and dispense chemicals, oil and natural gas, water, wastewater, petroleum, food, lubricants and other fluids. The Contractor segment markets sprayers for architectural coatings for painting, corrosion control, texture and line striping. Its equipment is used in the manufacturing, processing, construction and maintenance industries."
ceo,Mr. Patrick McHale
sector,Industrials
country,US
fullTimeEmployees,3700
phone,16126236000
address,88 11th Ave NE
city,Minneapolis
state,MINNESOTA
zip,55413
dcfDiff,-17.77
dcf,66.027
image,https://financialmodelingprep.com/image-stock/GGG.jpg
ipoDate,1996-09-19
defaultImage,True
