,0
symbol,AKR
price,12.69
beta,0.98553
volAvg,813523
mktCap,1094742140
lastDiv,0.58
range,9.1-27.88
changes,-0.54
companyName,Acadia Realty Trust
currency,USD
cik,0000899629
isin,US0042391096
cusip,004239109
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,REIT Retail
website,http://www.acadiarealty.com
description,"Acadia Realty Trust is a real estate investment trust, which engages in delivering operating platforms and investment strategy. The company is headquartered in Rye, New York and currently employs 112 full-time employees. The firm is focused on the ownership, acquisition, development and management of retail properties located in the United States. The company operates through three segments: Core Portfolio, Funds and Structured Financing. Core Portfolio and Fund properties primarily consist of street and urban retail, and dense suburban shopping centers. Funds holds primarily retail real estate in which it co-invests with institutional investors. Structured Financing consists of earnings and expenses related to notes and mortgages receivable, which are held within the Core Portfolio or the Funds. As of December 31, 2016, it had ownership interests in 182 properties within its core portfolio. In the Core Portfolio segment, the Company owned an interest in a 311,000 square foot shopping center, a 28,000 square foot retail and an interest in an 87,000 square foot retail property, among others, as of December 31, 2016."
ceo,Mr. Kenneth Bernstein
sector,Real Estate
country,US
fullTimeEmployees,118
phone,19142888100
address,411 Theodore Fremd Ave Ste 300
city,Rye
state,NEW YORK
zip,10580
dcfDiff,
dcf,10.0777
image,https://financialmodelingprep.com/image-stock/AKR.png
ipoDate,1993-05-27
defaultImage,False
