,0
symbol,VKI
price,10.99
beta,0.22515
volAvg,65420
mktCap,487863680
lastDiv,0.5359999999999999
range,7.63-11.6
changes,0.02
companyName,Invesco Advantage Municipal Income Trust II
currency,USD
cik,
isin,US46132E1038
cusip,46132E103
exchange,NYSE American
exchangeShortName,AMEX
industry,Asset Management
website,
description,"Invesco Advantage Municipal Income Trust II (the Trust) is a diversified, closed-end management investment company. The Trust's investment objective is to provide common shareholders with a high level of current income exempt from federal income tax, consistent with preservation of capital. Under normal market conditions, the Trust focuses on investing in municipal securities rated investment grade at the time of investment. Municipal securities include municipal bonds, municipal notes, municipal commercial paper and lease obligations. The Trust may also invest in non-investment-grade and unrated securities. It may invest in municipal securities that pay interest subject to the federal alternative minimum tax. The Trust may invest in securities that are subject to interest rate risk. The Trust invests in inverse floating rate securities, such as tender option bonds (TOBs), for investment purposes. Invesco Advisers, Inc. acts as the investment advisor of the Trust."
ceo,
sector,Financial Services
country,US
fullTimeEmployees,0
phone,14044393217
address,1555 Peachtree St NE Ste 1800
city,Atlanta
state,GEORGIA
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/VKI.jpg
ipoDate,1993-10-14
defaultImage,True
