,0
symbol,MSGS
price,174.93
beta,0.8825
volAvg,219158
mktCap,4217824510
lastDiv,0.0
range,130.14978-225.67047
changes,2.99
companyName,Madison Square Garden Sports Corp
currency,USD
cik,
isin,US55825T1034
cusip,55825T103
exchange,NYSE
exchangeShortName,NYSE
industry,Entertainment
website,http://www.themadisonsquaregardencompany.com/
description,"Madison Square Garden Sports Corp. engages in the provision sports and entertainment business. The company is headquartered in New York City, New York and currently employs 2,900 full-time employees. The firm has operations in the live experiences consisting of celebrated venues, sports teams, and entertainment productions. The firm operates in two segments, which include MSG Entertainment and MSG Sports. As of June 30, 2018, the Company owned the Madison Square Garden Complex, which includes the Theater at Madison Square Garden with a capacity of 5,600 seats in New York City; The Chicago Theatre with a capacity of 3,600 seats in Chicago, and the Forum with a capacity of 17,600 seats in Inglewood, California. As of June 30, 2016, the Company also leased the Radio City Music Hall with a capacity of 6,000 seats and 2,800 seats in the Beacon Theatre."
ceo,Mr. Andrew S. Lustgarten
sector,Communication Services
country,US
fullTimeEmployees,2900
phone,12124654111
address,Two Pennsylvania Plaza
city,New York City
state,NEW YORK
zip,10121-0091
dcfDiff,
dcf,152.262
image,https://financialmodelingprep.com/image-stock/MSGS.png
ipoDate,2015-09-17
defaultImage,False
