,0
symbol,MMYT
price,24.32
beta,1.1809
volAvg,452713
mktCap,2511161600
lastDiv,0.0
range,10.0-30.13
changes,0.89
companyName,MakeMyTrip Ltd
currency,USD
cik,0001495153
isin,MU0295S00016
cusip,V5633W109
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Travel Services
website,https://www.makemytrip.com/
description,"MakeMyTrip Ltd. is an online travel company. The company is headquartered in Gurgaon, Haryana and currently employs 3,450 full-time employees. The firm's services and products include air ticketing, hotels, packages, rail tickets, bus tickets, car hire and ancillary travel requirements, such as facilitating access to third-party travel insurance and visa processing. Its segments include Air ticketing, which provides the facility to book international and domestic air tickets through an Internet-based platform; Hotels and packages, which provides holiday packages and hotel reservations through an Internet-based platform, call-centers and branch offices, and Others, which include advertisement income from hosting advertisements on its Internet Web-sites, income from sale of rail and bus tickets and income from facilitating Website access to a travel insurance company. Through the Company's Website, www.makemytrip.com, and mobile platforms, travelers can research, plan and book a range of travel services and products in India, as well as overseas."
ceo,Mr. Deep Kalra
sector,Consumer Cyclical
country,IN
fullTimeEmployees,3450
phone,911244395000
address,"19Th Floor, Building No.5,, Dlf Cyber City"
city,Gurgaon
state,HARYANA
zip,122002
dcfDiff,-138.76
dcf,22.3192
image,https://financialmodelingprep.com/image-stock/MMYT.png
ipoDate,2010-08-12
defaultImage,False
